# theta_E,gamma1,gamma2,source_x,source_y
1.258647918701171875e+00,1.101302057504653931e-01,-5.576060712337493896e-02,4.579427838325500488e-02,4.311540722846984863e-02
1.191158771514892578e+00,6.400050222873687744e-02,-6.084932386875152588e-02,1.107266545295715332e-02,2.077731490135192871e-02
1.318313121795654297e+00,1.331102997064590454e-01,-4.875527322292327881e-02,2.303662896156311035e-02,-2.159109711647033691e-02
1.131372451782226562e+00,1.777898222208023071e-01,-7.795669138431549072e-02,1.215875148773193359e-03,-1.833444833755493164e-02
1.276620149612426758e+00,1.235810071229934692e-01,-9.519266337156295776e-02,-4.039168357849121094e-03,2.735209465026855469e-02
1.281670808792114258e+00,1.560937911272048950e-01,-8.006840944290161133e-02,4.698276519775390625e-03,4.718345403671264648e-02
1.203253984451293945e+00,1.546684950590133667e-01,-9.318842738866806030e-02,5.244418978691101074e-02,1.414644718170166016e-02
1.247709751129150391e+00,1.341186612844467163e-01,-4.886516928672790527e-02,-4.197514057159423828e-02,-3.091961145401000977e-03
1.116918444633483887e+00,1.164387017488479614e-01,-8.363089710474014282e-02,4.462215304374694824e-02,3.088760375976562500e-02
1.242084026336669922e+00,6.311155855655670166e-02,-1.084282994270324707e-02,3.028601408004760742e-03,7.481247186660766602e-03
1.204900264739990234e+00,1.428451389074325562e-01,-5.790601670742034912e-02,1.378563046455383301e-02,7.169330120086669922e-02
1.284744977951049805e+00,1.354752928018569946e-01,-7.994897663593292236e-02,1.598596572875976562e-03,4.058390855789184570e-02
1.104838132858276367e+00,1.158590465784072876e-01,-4.807591438293457031e-02,2.593210339546203613e-02,1.989838480949401855e-02
1.105721950531005859e+00,1.618502587080001831e-01,-9.806206077337265015e-02,1.651465892791748047e-03,1.153704524040222168e-02
1.195336818695068359e+00,1.496567875146865845e-01,-4.641528427600860596e-02,4.048556089401245117e-03,-2.323922514915466309e-02
1.215740203857421875e+00,1.671156734228134155e-01,-6.121131777763366699e-02,6.383001804351806641e-03,1.421386003494262695e-02
1.148883819580078125e+00,1.233794838190078735e-01,-7.612879574298858643e-02,3.191253542900085449e-02,5.703863501548767090e-02
1.100180745124816895e+00,-1.009342595934867859e-01,3.747510910034179688e-02,-1.020023226737976074e-02,1.206153631210327148e-02
1.267347335815429688e+00,1.467077583074569702e-01,-8.957067877054214478e-02,3.354138135910034180e-02,2.093878388404846191e-02
1.236243009567260742e+00,1.008048504590988159e-01,-3.209403157234191895e-02,2.375718951225280762e-02,-3.665336966514587402e-02
1.222032070159912109e+00,1.295702904462814331e-01,-8.905368298292160034e-02,-1.252430677413940430e-02,-5.821233987808227539e-02
1.287124752998352051e+00,1.399951130151748657e-01,-8.664707094430923462e-02,-3.960222005844116211e-03,-2.873849868774414062e-02
1.085117816925048828e+00,9.018446505069732666e-02,-6.591069698333740234e-02,-9.248495101928710938e-03,-9.824156761169433594e-03
1.178548574447631836e+00,1.387047618627548218e-01,-6.919418275356292725e-02,-3.770789504051208496e-02,-5.389200150966644287e-02
1.199779033660888672e+00,1.191561967134475708e-01,-9.611214697360992432e-02,1.385822892189025879e-02,9.849011898040771484e-03
1.209419012069702148e+00,1.773832589387893677e-01,-6.421932578086853027e-02,-1.145201921463012695e-02,-4.065403342247009277e-02
1.005675792694091797e+00,-6.374502182006835938e-02,3.801079094409942627e-02,-5.100667476654052734e-04,-6.165206432342529297e-03
1.192990303039550781e+00,1.444287449121475220e-01,-6.859335303306579590e-02,-3.522968292236328125e-02,-6.195648014545440674e-02
1.161300063133239746e+00,1.209430843591690063e-01,-1.004789918661117554e-01,6.269454956054687500e-03,2.971157431602478027e-02
1.330728411674499512e+00,1.142368763685226440e-01,-3.409636020660400391e-02,1.162436604499816895e-02,-2.821093797683715820e-02
1.229133605957031250e+00,1.039032787084579468e-01,-4.290975630283355713e-02,2.926319837570190430e-02,-4.541680216789245605e-02
1.283727407455444336e+00,8.562095463275909424e-02,-7.453183829784393311e-02,-6.925612688064575195e-03,-8.520513772964477539e-03
1.169832468032836914e+00,1.719475537538528442e-01,-1.063382774591445923e-01,2.754345536231994629e-02,8.885085582733154297e-03
1.308839559555053711e+00,1.453996747732162476e-01,-6.823493540287017822e-02,3.818288445472717285e-02,-9.025812149047851562e-03
1.262423753738403320e+00,1.558219343423843384e-01,-7.979740947484970093e-02,2.376747131347656250e-02,4.986208677291870117e-02
1.261933326721191406e+00,8.732323348522186279e-02,-5.480319261550903320e-02,-4.374772310256958008e-03,-5.018286406993865967e-02
1.242657899856567383e+00,9.278105199337005615e-02,-3.416788578033447266e-02,2.534824609756469727e-02,-3.862339258193969727e-02
1.144286990165710449e+00,9.284190833568572998e-02,-4.495739936828613281e-02,3.596085309982299805e-02,1.538178324699401855e-02
1.210839509963989258e+00,1.351421028375625610e-01,-1.084572449326515198e-01,3.215557336807250977e-02,3.329610824584960938e-02
1.105568647384643555e+00,1.028918176889419556e-01,-3.357848525047302246e-02,-1.958805322647094727e-02,5.184143781661987305e-03
1.250547409057617188e+00,1.103603392839431763e-01,-7.676240056753158569e-02,-1.286962628364562988e-02,-4.658427834510803223e-02
1.047223687171936035e+00,-4.309953749179840088e-02,2.421978116035461426e-02,5.691260099411010742e-03,7.462233304977416992e-03
1.328925251960754395e+00,1.203730851411819458e-01,-6.377105414867401123e-02,8.915334939956665039e-03,-4.072752594947814941e-02
1.227255344390869141e+00,1.432097703218460083e-01,-6.255421042442321777e-02,-4.351574182510375977e-02,3.582298755645751953e-03
1.318430900573730469e+00,1.271090656518936157e-01,-4.704719781875610352e-02,2.149575948715209961e-02,-3.469729423522949219e-02
1.208161592483520508e+00,1.652339845895767212e-01,-1.097879931330680847e-01,2.541518211364746094e-02,-8.625298738479614258e-03
1.221296072006225586e+00,1.724810451269149780e-01,-9.747391939163208008e-02,1.376843452453613281e-02,1.071903109550476074e-02
1.133676290512084961e+00,6.692709028720855713e-02,-2.061368525028228760e-02,-9.696394205093383789e-03,-3.100559115409851074e-02
1.109267830848693848e+00,1.310346871614456177e-01,-5.979199707508087158e-02,1.816242933273315430e-03,-5.169203877449035645e-02
1.204551100730895996e+00,6.765444576740264893e-02,-6.078171730041503906e-02,2.819865942001342773e-03,1.756107807159423828e-02
1.241344690322875977e+00,6.030581891536712646e-02,-1.773345470428466797e-02,-8.960306644439697266e-03,2.248680591583251953e-02
1.266448736190795898e+00,1.516180783510208130e-01,-8.192767202854156494e-02,2.052003145217895508e-02,-1.975628733634948730e-02
1.162235260009765625e+00,1.620260626077651978e-01,-8.218186348676681519e-02,5.774140357971191406e-03,-4.571536183357238770e-02
1.160438656806945801e+00,1.856614500284194946e-01,-7.930506765842437744e-02,-4.526257514953613281e-03,2.327930927276611328e-02
1.229642510414123535e+00,1.673259586095809937e-01,-5.545078217983245850e-02,-2.604320645332336426e-02,-1.171496510505676270e-02
1.165144443511962891e+00,6.404958665370941162e-02,-6.023372709751129150e-02,1.225984096527099609e-02,2.562183141708374023e-02
1.121492624282836914e+00,1.226931959390640259e-01,-9.272960573434829712e-02,2.663484215736389160e-02,-5.869895219802856445e-03
1.138068437576293945e+00,-7.494966685771942139e-02,5.507804453372955322e-02,3.622770309448242188e-04,-1.571476459503173828e-04
1.120483040809631348e+00,-1.130294874310493469e-01,4.070433974266052246e-02,2.880901098251342773e-03,7.086098194122314453e-03
1.122018098831176758e+00,1.236042529344558716e-01,-7.619773596525192261e-02,-1.913303136825561523e-02,-3.102982044219970703e-02
1.380721807479858398e+00,8.921186625957489014e-02,-4.880484938621520996e-02,-3.143191337585449219e-03,-8.952021598815917969e-03
1.295061111450195312e+00,1.274950057268142700e-01,-3.756688535213470459e-02,-8.899420499801635742e-03,1.449304819107055664e-02
1.181613445281982422e+00,1.475978940725326538e-01,-8.815719932317733765e-02,3.526335954666137695e-02,-2.444511651992797852e-02
1.256986141204833984e+00,1.666471213102340698e-01,-7.444861531257629395e-02,6.230026483535766602e-03,4.741793870925903320e-02
1.249349713325500488e+00,1.483478099107742310e-01,-4.723371565341949463e-02,-3.184992074966430664e-02,-4.433631896972656250e-03
1.250758409500122070e+00,1.461205631494522095e-01,-7.078722119331359863e-02,-1.909527182579040527e-02,-6.386518478393554688e-02
1.249190092086791992e+00,9.928859770298004150e-02,-6.152714788913726807e-02,3.580647706985473633e-02,6.080847978591918945e-02
1.169182181358337402e+00,1.387700885534286499e-01,-9.204488247632980347e-02,3.667309880256652832e-02,6.110435724258422852e-02
1.192634701728820801e+00,1.447400003671646118e-01,-6.127181649208068848e-02,-1.281571388244628906e-02,-6.197696924209594727e-02
1.236055374145507812e+00,1.319344192743301392e-01,-6.167891621589660645e-02,9.477913379669189453e-03,7.902607321739196777e-02
1.164570093154907227e+00,1.455115228891372681e-01,-1.073414981365203857e-01,2.846017479896545410e-02,-8.902519941329956055e-03
1.178603291511535645e+00,1.542545408010482788e-01,-9.430878609418869019e-02,-5.595445632934570312e-03,-2.812808752059936523e-02
1.165972709655761719e+00,6.728653609752655029e-02,-2.872867882251739502e-02,2.109420299530029297e-02,3.843969106674194336e-02
1.172740697860717773e+00,1.200993508100509644e-01,-3.390459716320037842e-02,2.802467346191406250e-02,-2.499330043792724609e-02
1.155186414718627930e+00,3.249053657054901123e-02,-2.325895428657531738e-02,3.262162208557128906e-04,-2.672174572944641113e-02
1.222305536270141602e+00,1.523002535104751587e-01,-1.082118451595306396e-01,1.306802034378051758e-03,-2.101355791091918945e-02
1.132286310195922852e+00,1.653440147638320923e-01,-6.841695308685302734e-02,-4.258930683135986328e-03,3.880763053894042969e-02
1.124410390853881836e+00,1.693365126848220825e-01,-8.508168905973434448e-02,5.314648151397705078e-04,-2.583205699920654297e-03
1.250383138656616211e+00,1.743881255388259888e-01,-8.186157792806625366e-02,-1.414763927459716797e-02,-4.393807053565979004e-02
1.331851482391357422e+00,6.146456301212310791e-02,-5.157716572284698486e-02,8.556097745895385742e-03,4.479765892028808594e-03
1.235137224197387695e+00,1.058353334665298462e-01,-8.669648319482803345e-02,1.359879970550537109e-03,4.008862376213073730e-02
1.133668065071105957e+00,7.557602226734161377e-02,-1.531091332435607910e-02,1.632869243621826172e-03,-1.226380467414855957e-02
1.321076393127441406e+00,6.047375500202178955e-02,-3.889024257659912109e-02,-1.226139068603515625e-02,-2.129530906677246094e-02
1.135867714881896973e+00,8.445630967617034912e-02,-3.462132811546325684e-02,-2.689608931541442871e-02,-1.302024722099304199e-02
1.226098656654357910e+00,1.193201690912246704e-01,-7.264372706413269043e-02,-3.850707411766052246e-02,5.525410175323486328e-03
1.275642156600952148e+00,1.379202455282211304e-01,-3.673419356346130371e-02,-1.286357641220092773e-03,2.277272939682006836e-02
1.250219464302062988e+00,1.525391489267349243e-01,-6.826643645763397217e-02,2.618339657783508301e-02,5.464011430740356445e-02
1.273382186889648438e+00,1.575722545385360718e-01,-8.032201975584030151e-02,-3.935545682907104492e-03,1.033723354339599609e-03
1.061540484428405762e+00,8.745454251766204834e-02,-3.552904725074768066e-02,7.356822490692138672e-03,1.307648420333862305e-02
1.159747004508972168e+00,1.774636656045913696e-01,-8.382975310087203979e-02,-1.244664192199707031e-02,4.569101333618164062e-02
1.227542877197265625e+00,1.853393763303756714e-01,-7.749890536069869995e-02,-1.878470182418823242e-03,-2.894100546836853027e-02
1.183661460876464844e+00,1.477961093187332153e-01,-9.275247901678085327e-02,-6.702154874801635742e-03,-5.602006614208221436e-02
1.175622224807739258e+00,1.153689175844192505e-01,-9.321572631597518921e-02,-9.187310934066772461e-03,1.400750875473022461e-02
1.105792045593261719e+00,1.194238215684890747e-01,-5.257332324981689453e-02,3.050988912582397461e-02,-3.260225057601928711e-03
1.164734005928039551e+00,1.753501743078231812e-01,-9.670805186033248901e-02,-1.609086990356445312e-02,-3.499776124954223633e-03
1.152905821800231934e+00,1.336140483617782593e-01,-5.724900960922241211e-02,-1.871302723884582520e-02,4.561701416969299316e-02
1.221360206604003906e+00,1.490377932786941528e-01,-4.362580180168151855e-02,-1.178166270256042480e-02,-5.120623111724853516e-02
1.201154708862304688e+00,1.836871653795242310e-01,-8.519656956195831299e-02,1.607051491737365723e-02,1.889613270759582520e-02
1.146491169929504395e+00,4.404124617576599121e-02,-1.350548863410949707e-02,1.092931628227233887e-02,1.627200841903686523e-02
1.189473271369934082e+00,1.615948826074600220e-01,-8.858060091733932495e-02,-1.478523015975952148e-03,6.846877932548522949e-02
1.296504735946655273e+00,1.304935365915298462e-01,-4.453818500041961670e-02,1.255932450294494629e-02,4.878810048103332520e-02
1.207919836044311523e+00,1.417565196752548218e-01,-6.319791078567504883e-02,-1.529783010482788086e-02,5.801942944526672363e-02
1.153558492660522461e+00,1.016291528940200806e-01,-4.279053211212158203e-02,2.802991867065429688e-02,-3.224384784698486328e-02
1.220986604690551758e+00,1.783267706632614136e-01,-6.739178299903869629e-02,1.557636260986328125e-02,3.099769353866577148e-02
1.399973630905151367e+00,9.560693800449371338e-02,-5.089545249938964844e-02,2.552449703216552734e-03,2.319127321243286133e-02
1.166860103607177734e+00,1.669552475214004517e-01,-7.523276656866073608e-02,-1.605719327926635742e-02,-6.068761646747589111e-02
1.072986006736755371e+00,1.067004650831222534e-01,-5.350574851036071777e-02,-1.580032706260681152e-02,-3.029701113700866699e-02
1.203688263893127441e+00,1.200910955667495728e-01,-4.316145181655883789e-02,3.806883096694946289e-02,-1.317775249481201172e-02
1.127749562263488770e+00,1.560473591089248657e-01,-8.730188757181167603e-02,2.104839682579040527e-02,4.119288921356201172e-02
1.201613664627075195e+00,1.474191099405288696e-01,-1.139048263430595398e-01,1.475518941879272461e-02,2.253642678260803223e-02
1.230355262756347656e+00,1.785504370927810669e-01,-6.457017362117767334e-02,1.382514834403991699e-02,1.416012644767761230e-02
1.186270356178283691e+00,1.703713089227676392e-01,-7.724694162607192993e-02,1.743704080581665039e-02,5.822163820266723633e-02
1.341331720352172852e+00,8.110941946506500244e-02,-3.722463548183441162e-02,-1.142024993896484375e-04,-3.172600269317626953e-02
1.167256116867065430e+00,1.839688271284103394e-01,-6.258098781108856201e-02,2.798378467559814453e-03,-3.091517090797424316e-02
1.343659520149230957e+00,1.186154335737228394e-01,-7.228153944015502930e-02,-8.698105812072753906e-04,1.400449872016906738e-02
1.206273913383483887e+00,7.270075380802154541e-02,-1.100441813468933105e-02,3.855049610137939453e-03,1.555919647216796875e-03
1.095382571220397949e+00,1.251454800367355347e-01,-7.751249521970748901e-02,-7.556676864624023438e-03,2.884057164192199707e-02
1.288182735443115234e+00,1.184507161378860474e-01,-5.674347281455993652e-02,-2.900448441505432129e-02,2.014216780662536621e-02
1.114446163177490234e+00,1.252622753381729126e-01,-8.093176037073135376e-02,2.611041069030761719e-02,-1.146584749221801758e-03
1.234699606895446777e+00,1.387676447629928589e-01,-8.896870911121368408e-02,4.096913337707519531e-02,-2.588570117950439453e-02
1.174337387084960938e+00,1.673499494791030884e-01,-9.436571598052978516e-02,8.896291255950927734e-04,2.032345533370971680e-02
1.242681622505187988e+00,1.433926671743392944e-01,-6.788119673728942871e-02,-8.168697357177734375e-03,-6.979824602603912354e-02
1.059508800506591797e+00,-1.210650131106376648e-01,5.935870110988616943e-02,1.327335834503173828e-02,9.210407733917236328e-03
1.219679594039916992e+00,1.598411947488784790e-01,-9.729667007923126221e-02,1.732185482978820801e-02,4.760247468948364258e-02
1.206606864929199219e+00,7.530172169208526611e-02,-3.046716749668121338e-02,3.309935331344604492e-02,9.090304374694824219e-03
1.301497697830200195e+00,1.566052585840225220e-01,-9.370855242013931274e-02,2.114832401275634766e-03,2.960366010665893555e-02
1.264675855636596680e+00,1.359557956457138062e-01,-7.478882372379302979e-02,-1.194086670875549316e-02,-6.829145550727844238e-02
1.150291442871093750e+00,1.461878567934036255e-01,-9.993197768926620483e-02,-9.294986724853515625e-03,2.104747295379638672e-02
1.219460487365722656e+00,1.655450314283370972e-01,-1.101461127400398254e-01,1.681208610534667969e-03,-2.012565732002258301e-02
1.057334423065185547e+00,9.696973860263824463e-02,-5.546005070209503174e-02,-6.975471973419189453e-03,4.543185234069824219e-03
1.206045985221862793e+00,1.068232208490371704e-01,-6.827774643898010254e-02,5.104160308837890625e-02,7.226794958114624023e-03
1.159235239028930664e+00,1.715455204248428345e-01,-9.717526286840438843e-02,-5.937993526458740234e-03,1.739540696144104004e-02
1.185540199279785156e+00,1.161529272794723511e-01,-7.707142084836959839e-02,5.967539548873901367e-02,1.823988556861877441e-02
1.155139923095703125e+00,1.082582622766494751e-01,-7.547134160995483398e-02,-3.446570038795471191e-02,-2.264603972434997559e-02
1.127176523208618164e+00,-1.084590777754783630e-01,4.778394103050231934e-02,-1.506090164184570312e-03,-1.948243379592895508e-02
1.292484998703002930e+00,1.421333402395248413e-01,-4.833020269870758057e-02,-3.761732578277587891e-02,-1.974546909332275391e-02
1.286676287651062012e+00,1.157560497522354126e-01,-7.383216917514801025e-02,-2.952665090560913086e-02,-4.459142684936523438e-03
1.276812195777893066e+00,1.662371307611465454e-01,-5.585835874080657959e-02,-9.704113006591796875e-03,-1.514655351638793945e-02
1.088441371917724609e+00,9.829802811145782471e-02,-3.126749396324157715e-02,4.129946231842041016e-03,-2.519196271896362305e-02
1.105688333511352539e+00,8.752907812595367432e-02,-5.789358913898468018e-02,2.125126123428344727e-02,-1.859375834465026855e-02
1.200172066688537598e+00,1.046714335680007935e-01,-4.897801578044891357e-02,-1.403239369392395020e-02,-7.120791077613830566e-02
1.195367336273193359e+00,8.990319073200225830e-02,-3.947538137435913086e-02,-8.313089609146118164e-03,-5.386421084403991699e-02
1.306357741355895996e+00,1.459105163812637329e-01,-8.928501605987548828e-02,-5.883932113647460938e-03,-1.098701357841491699e-02
1.111730337142944336e+00,1.007487922906875610e-01,-8.173190802335739136e-02,2.531057596206665039e-02,1.998141407966613770e-02
1.168096065521240234e+00,1.104044765233993530e-01,-6.361678242683410645e-02,-1.208722591400146484e-02,4.548346996307373047e-02
1.328654527664184570e+00,1.113510876893997192e-01,-7.356493175029754639e-02,2.404725551605224609e-02,1.514336466789245605e-02
1.220710277557373047e+00,1.718595772981643677e-01,-6.046693027019500732e-02,-1.351544260978698730e-02,-2.637180685997009277e-02
1.294118046760559082e+00,1.333232074975967407e-01,-9.791040420532226562e-02,2.495145797729492188e-02,1.833087205886840820e-02
1.123052477836608887e+00,6.643475592136383057e-02,-3.261223435401916504e-02,-2.312549948692321777e-02,-1.649230718612670898e-03
1.105751037597656250e+00,1.457040458917617798e-01,-7.893747091293334961e-02,-2.735996246337890625e-02,-1.678675413131713867e-02
1.127655744552612305e+00,8.927570283412933350e-02,-6.204298138618469238e-02,3.522637486457824707e-02,3.485670685768127441e-02
1.091154932975769043e+00,1.154723912477493286e-01,-4.354573786258697510e-02,2.902477979660034180e-02,3.179836273193359375e-02
1.246533632278442383e+00,1.419200748205184937e-01,-4.838499426841735840e-02,2.208161354064941406e-02,-3.112384676933288574e-02
1.252433538436889648e+00,1.580255180597305298e-01,-8.941446989774703979e-02,4.198724031448364258e-02,-5.109250545501708984e-03
1.195453166961669922e+00,1.713274866342544556e-01,-6.281989812850952148e-02,1.772758364677429199e-02,-8.348852396011352539e-03
1.270266294479370117e+00,1.199033111333847046e-01,-5.266685783863067627e-02,4.506719112396240234e-02,-7.351189851760864258e-03
1.221085309982299805e+00,1.523782163858413696e-01,-7.201240956783294678e-02,5.293002724647521973e-02,1.485678553581237793e-02
1.341118335723876953e+00,6.266142427921295166e-02,-4.341363906860351562e-02,2.055427432060241699e-02,1.067817211151123047e-02
1.255486965179443359e+00,1.543725878000259399e-01,-6.692911684513092041e-02,-2.271628379821777344e-02,7.150202989578247070e-03
1.196819543838500977e+00,1.409051269292831421e-01,-1.074258163571357727e-01,-1.804566383361816406e-02,-5.271226167678833008e-03
1.209766745567321777e+00,1.438475996255874634e-01,-1.017753705382347107e-01,-3.974527120590209961e-03,3.857478499412536621e-02
1.180476188659667969e+00,9.918193519115447998e-02,-4.513880610466003418e-02,1.890581846237182617e-02,6.419938802719116211e-02
1.338365077972412109e+00,1.337362378835678101e-01,-7.352241873741149902e-02,1.816827058792114258e-02,-2.658468484878540039e-02
1.195744752883911133e+00,1.549811214208602905e-01,-5.622419714927673340e-02,-2.475512027740478516e-02,2.615666389465332031e-02
1.198746323585510254e+00,1.382024139165878296e-01,-7.848795503377914429e-02,5.131930112838745117e-03,-5.149659514427185059e-02
1.139536023139953613e+00,8.379404246807098389e-02,-4.365818202495574951e-02,8.805394172668457031e-03,-4.319900274276733398e-02
1.124641299247741699e+00,1.677795797586441040e-01,-8.208997547626495361e-02,3.735786676406860352e-02,3.273773193359375000e-02
1.093547940254211426e+00,1.526422351598739624e-01,-6.141389906406402588e-02,-6.478458642959594727e-03,4.304370284080505371e-02
1.132612109184265137e+00,7.804299890995025635e-02,-4.241430759429931641e-02,-1.753756403923034668e-02,2.753809094429016113e-02
1.340813040733337402e+00,9.023158252239227295e-02,-6.393989920616149902e-02,1.266968250274658203e-02,-1.778328418731689453e-02
1.137192606925964355e+00,4.603448510169982910e-02,-3.075878322124481201e-02,-1.089119911193847656e-02,-2.883684635162353516e-02
1.135011315345764160e+00,1.088266521692276001e-01,-8.332418650388717651e-02,2.758559584617614746e-02,4.730528593063354492e-02
1.175254344940185547e+00,1.398294121026992798e-01,-3.999158740043640137e-02,-8.841127157211303711e-03,-3.478264808654785156e-02
1.304736137390136719e+00,1.187499612569808960e-01,-3.189472854137420654e-02,4.698544740676879883e-03,-1.441809535026550293e-02
1.297479748725891113e+00,1.335220485925674438e-01,-8.407445996999740601e-02,1.534378528594970703e-02,3.654152154922485352e-02
1.224982380867004395e+00,1.482240855693817139e-02,-9.031534194946289062e-03,1.411014795303344727e-02,2.762824296951293945e-03
1.300838470458984375e+00,1.495524793863296509e-01,-9.677834808826446533e-02,3.433436155319213867e-03,-1.098865270614624023e-02
1.372234582901000977e+00,1.058375984430313110e-01,-4.787316918373107910e-02,-6.270229816436767578e-03,1.926404237747192383e-02
1.364461898803710938e+00,9.882418811321258545e-02,-3.994163870811462402e-02,-4.964232444763183594e-03,-1.918146014213562012e-02
1.354981899261474609e+00,1.153595298528671265e-01,-4.360587894916534424e-02,-1.324608922004699707e-02,3.356707096099853516e-02
1.140069007873535156e+00,1.508319526910781860e-01,-5.825097858905792236e-02,2.076411247253417969e-02,-1.849591732025146484e-02
1.182528138160705566e+00,7.743187248706817627e-02,-4.457738995552062988e-02,-1.267072558403015137e-02,-5.207137763500213623e-02
1.102581262588500977e+00,1.330498903989791870e-01,-5.218157172203063965e-02,2.659559249877929688e-03,3.090980648994445801e-02
1.265635728836059570e+00,1.118486076593399048e-01,-8.324836939573287964e-02,5.197760462760925293e-02,1.180872321128845215e-02
1.085422039031982422e+00,1.544821709394454956e-01,-8.254858106374740601e-02,8.979439735412597656e-04,1.014000177383422852e-02
1.343591928482055664e+00,1.092241853475570679e-01,-7.077603042125701904e-02,4.392772912979125977e-03,-4.160881042480468750e-03
1.113557815551757812e+00,1.631988137960433960e-01,-6.481482088565826416e-02,7.591217756271362305e-03,-2.816557884216308594e-02
1.250467181205749512e+00,1.017109304666519165e-01,-6.291982531547546387e-02,-8.849889039993286133e-03,4.948133230209350586e-02
1.356975555419921875e+00,1.247474104166030884e-01,-5.040930211544036865e-02,-2.828061580657958984e-03,4.125180840492248535e-02
1.101607322692871094e+00,1.610028296709060669e-01,-7.528287172317504883e-02,-1.634630560874938965e-02,2.850416302680969238e-02
1.230518341064453125e+00,1.509504467248916626e-01,-7.456165552139282227e-02,4.042193293571472168e-02,2.189427614212036133e-02
1.259775280952453613e+00,1.514014154672622681e-01,-6.418320536613464355e-02,1.835256814956665039e-02,6.317389011383056641e-02
1.216949462890625000e+00,1.267222613096237183e-01,-8.999555557966232300e-02,-3.350904583930969238e-02,5.099713802337646484e-03
1.181512475013732910e+00,1.722074896097183228e-01,-7.654358446598052979e-02,-7.534444332122802734e-03,-3.680425882339477539e-02
1.180835008621215820e+00,1.303772777318954468e-01,-9.263014793395996094e-02,-6.050646305084228516e-03,-2.121591567993164062e-02
1.204409122467041016e+00,1.357005983591079712e-01,-9.646450728178024292e-02,2.724030613899230957e-02,2.684777975082397461e-02
1.152276635169982910e+00,1.662880331277847290e-01,-9.322658926248550415e-02,-2.160042524337768555e-02,-1.078009605407714844e-02
1.276618003845214844e+00,8.020959794521331787e-02,-5.164049565792083740e-02,-8.524209260940551758e-03,3.899446129798889160e-02
1.190524697303771973e+00,1.577689796686172485e-01,-5.216130614280700684e-02,-1.961639523506164551e-02,2.281612157821655273e-02
1.163614273071289062e+00,1.306107491254806519e-01,-1.087892279028892517e-01,2.038288116455078125e-02,1.717299222946166992e-03
1.198879480361938477e+00,1.607022732496261597e-01,-5.284707248210906982e-02,2.609759569168090820e-03,2.371966838836669922e-02
1.232421517372131348e+00,1.480275243520736694e-01,-7.042312622070312500e-02,6.378710269927978516e-03,-4.999902844429016113e-02
1.109024763107299805e+00,1.236152797937393188e-01,-6.613314151763916016e-02,-5.220174789428710938e-03,-4.280865192413330078e-02
1.255624771118164062e+00,1.052962988615036011e-01,-5.529899895191192627e-02,3.862616419792175293e-02,3.738549351692199707e-02
1.265691041946411133e+00,4.159064590930938721e-02,-3.839953243732452393e-02,-5.089819431304931641e-03,6.057620048522949219e-03
1.081649065017700195e+00,-2.396956086158752441e-02,1.709647476673126221e-02,1.074296236038208008e-02,-6.787449121475219727e-03
1.245669722557067871e+00,1.053997129201889038e-01,-9.058266133069992065e-02,3.039777278900146484e-02,2.997651696205139160e-02
1.107396841049194336e+00,7.204462587833404541e-02,-2.302971482276916504e-02,1.228386163711547852e-02,2.744224667549133301e-02
1.112089872360229492e+00,1.604660600423812866e-01,-5.784729123115539551e-02,1.553604006767272949e-02,3.685796260833740234e-02
1.194676399230957031e+00,1.661685556173324585e-01,-6.344869732856750488e-02,-1.962164044380187988e-02,4.154673218727111816e-02
1.349480867385864258e+00,1.113467365503311157e-01,-6.377612054347991943e-02,3.528445959091186523e-02,1.825869083404541016e-02
1.128313899040222168e+00,1.138603836297988892e-01,-5.026336014270782471e-02,-2.973803877830505371e-02,-3.325694799423217773e-02
1.165452480316162109e+00,6.973280012607574463e-02,-5.497089028358459473e-02,-1.357984542846679688e-02,-2.013841271400451660e-02
1.257482767105102539e+00,6.376208364963531494e-02,-4.191747307777404785e-02,-6.411880254745483398e-03,-4.520994424819946289e-02
1.104349374771118164e+00,-7.470342516899108887e-02,2.433061599731445312e-02,-2.233982086181640625e-03,-2.373039722442626953e-03
1.153315424919128418e+00,9.279073774814605713e-02,-1.961700618267059326e-02,-1.740503311157226562e-02,5.983054637908935547e-03
1.241341233253479004e+00,1.631696373224258423e-01,-7.188026607036590576e-02,2.435493469238281250e-02,3.246080875396728516e-02
1.159569978713989258e+00,1.725734919309616089e-01,-7.106594741344451904e-02,-6.708145141601562500e-03,5.725479125976562500e-02
1.064587831497192383e+00,7.324899733066558838e-02,-2.655720710754394531e-02,2.960085868835449219e-03,1.934635639190673828e-02
1.255368471145629883e+00,1.738340109586715698e-01,-6.247623264789581299e-02,1.110133528709411621e-02,1.671802997589111328e-02
1.251350879669189453e+00,5.286656320095062256e-02,-3.742223978042602539e-02,2.792030572891235352e-02,4.077881574630737305e-03
1.170588612556457520e+00,1.362412720918655396e-01,-4.903009533882141113e-02,2.272474765777587891e-02,-5.009856820106506348e-02
1.224356293678283691e+00,1.426199227571487427e-01,-9.122891724109649658e-02,-1.423299312591552734e-02,-4.249787330627441406e-02
1.215585112571716309e+00,7.314385473728179932e-02,-4.538980126380920410e-02,3.581047058105468750e-02,3.274494409561157227e-02
1.288517713546752930e+00,1.516671329736709595e-01,-9.298660606145858765e-02,-2.191877365112304688e-02,-1.690390706062316895e-02
